record_id,decision,display_reason,sub_reason
680,exclude,Not relevant to the research question/topic,mammography barriers qualitative
681,exclude,Not a US population-based/registry study,international ABCCG survival
682,exclude,Not relevant to the research question/topic,Native American screening
683,exclude,Not relevant to the research question/topic,COVID stage Utah
684,exclude,Not relevant to the research question/topic,MEC HR-status risk-factor investigation
685,exclude,Not relevant to the research question/topic,California Teachers cohort risk factors
686,exclude,Not relevant to the research question/topic,NHW-only rural/poverty trends
687,include,,North Carolina registry incidence by race/urbanization
688,exclude,Not relevant to the research question/topic,young AA survivorship qualitative
689,exclude,Not relevant to the research question/topic,survival disparities Wisconsin
690,exclude,Not relevant to the research question/topic,AI screening beliefs qualitative
691,exclude,Not relevant to the research question/topic,physical activity uterine fibroids
692,exclude,Not a US population-based/registry study,global GLOBOCAN patterns
693,exclude,Not a US population-based/registry study,Marshall University single-institution TNBC
694,include,,Annual Report incidence by race increasing-trends feature
695,exclude,Not relevant to the research question/topic,parity/lactation risk AMBER
696,exclude,Not relevant to the research question/topic,risk-assessment tool performance
697,exclude,Not relevant to the research question/topic,NBCCEDP screening Georgia
698,exclude,Not relevant to the research question/topic,Sisters Saving Lives protocol
699,exclude,Not relevant to the research question/topic,second breast cancer by receptor
700,exclude,Not relevant to the research question/topic,TNBC mutational landscape genomics
701,include,,USCS early-onset incidence by race/ethnicity/geography
702,exclude,Not relevant to the research question/topic,TDLU involution genetics
703,exclude,Not relevant to the research question/topic,DCIS in-situ Florida
704,exclude,Not a US population-based/registry study,Canada Ontario/BC immigrant diagnosis
705,exclude,Not relevant to the research question/topic,ER-alpha normal tissue biomarker Japan/Hawaii
706,exclude,Not relevant to the research question/topic,obesity/diabetes risk Louisiana case-control
707,exclude,Not relevant to the research question/topic,heart-failure survivorship NIS
708,exclude,Not a US population-based/registry study,China-US comparison GLOBOCAN
709,exclude,Not relevant to the research question/topic,GST polymorphism BRCA genetics
710,exclude,Not relevant to the research question/topic,symptom/treatment disparity model
711,exclude,Not relevant to the research question/topic,in-situ statistics
712,exclude,Not relevant to the research question/topic,mRNA expression genomics
713,exclude,Not relevant to the research question/topic,age at first mammogram church
714,exclude,Not relevant to the research question/topic,pesticide proximity ecological
715,exclude,Not relevant to the research question/topic,androgen-receptor biomarker
716,exclude,Not relevant to the research question/topic,hormone-use risk AMBER
717,exclude,Not relevant to the research question/topic,religiousness scale instrument
718,exclude,Not relevant to the research question/topic,reproductive/OC risk WHI
719,exclude,Not relevant to the research question/topic,environmental-chemical ecological Texas
720,exclude,Not relevant to the research question/topic,Medicare-claims county incidence/mammography
721,exclude,Not relevant to the research question/topic,mammography utilization pilot
722,exclude,Not relevant to the research question/topic,primary brain tumors second cancer
723,exclude,Not relevant to the research question/topic,HRT/menopause Jackson Heart cohort
724,exclude,Not relevant to the research question/topic,NO2-emission ecological NHW
725,exclude,Not relevant to the research question/topic,greenspace MACE survivorship
726,exclude,Not relevant to the research question/topic,genomic-profile lifetime-risk methodology
727,exclude,Not relevant to the research question/topic,IGF TDLU biomarker
728,exclude,Not relevant to the research question/topic,radiotherapy heart-disease mortality API
729,exclude,Not relevant to the research question/topic,carcinogenesis age-incidence modeling
730,exclude,Not relevant to the research question/topic,breast conservation therapy
731,exclude,Not relevant to the research question/topic,ILC prognosis nomogram
732,exclude,Not relevant to the research question/topic,small-area dataset resource description
733,exclude,Not relevant to the research question/topic,Breast CARE education program
734,exclude,Not relevant to the research question/topic,dementia by chemotherapy type
735,exclude,Not relevant to the research question/topic,Korean-American mammogram uptake
736,exclude,Not a US population-based/registry study,Lebanon incidence no abstract
737,exclude,Not relevant to the research question/topic,geographic/cohort incidence not race
738,exclude,Not relevant to the research question/topic,HER2+ characteristics/treatment NCDB
739,exclude,Not relevant to the research question/topic,miRNA/tRF genomics TNBC
