record_id,decision,display_reason,sub_reason
2180,exclude,Not a US population-based/registry study,SNP hyperuricemia Chinese flight attendants
2181,exclude,Not relevant to the research question/topic,MDM4 polymorphisms meta-analysis
2182,exclude,Not a US population-based/registry study,NLP pathology South Africa
2183,exclude,Not a US population-based/registry study,palbociclib Japan IRIS
2184,exclude,Not a US population-based/registry study,Paleolithic diet Iran
2185,exclude,Not relevant to the research question/topic,SPM NHL survivors SEER
2186,exclude,Not relevant to the research question/topic,SGB recovery trial
2187,exclude,Not a US population-based/registry study,CDK4/6 real-world Asia
2188,exclude,Not relevant to the research question/topic,non-BRCA early-onset BC review
2189,exclude,Not relevant to the research question/topic,lithium neutropenia trial
2190,exclude,Not relevant to the research question/topic,caffeine BC WHI
2191,exclude,Not a US population-based/registry study,mobile mammography France
2192,exclude,Not relevant to the research question/topic,scalp cooling patients of color trial
2193,exclude,Not relevant to the research question/topic,death from kidney diseases cancer SEER
2194,exclude,Not a US population-based/registry study,risk prediction Chinese CKB
2195,exclude,Not relevant to the research question/topic,ED visits older adults cancer
2196,exclude,Not a US population-based/registry study,APOA luminal BC East Asia
2197,exclude,Not relevant to the research question/topic,surgical oncology disparities review
2198,exclude,Not relevant to the research question/topic,CEM artifacts vendors
2199,exclude,Not a US population-based/registry study,body composition BC Nigeria MEND
2200,exclude,Not relevant to the research question/topic,inequities delay second opinion
2201,exclude,Not a US population-based/registry study,arm/shoulder problems Sub-Saharan Africa
2202,exclude,Not relevant to the research question/topic,county characteristics screenable cancers
2203,exclude,Not relevant to the research question/topic,Yb1 TNBC disparities mechanism
2204,exclude,Not relevant to the research question/topic,BC screening Mexican-origin Hispanic
2205,exclude,Not a US population-based/registry study,occupational radiation Korea
2206,exclude,Not a US population-based/registry study,MIR2052HG Chinese
2207,exclude,Not relevant to the research question/topic,racial disparities precision oncology trials
2208,exclude,Not relevant to the research question/topic,connectome nutrition trial
2209,exclude,Not a US population-based/registry study,bariatric cancer China
2210,exclude,Not relevant to the research question/topic,CV mortality cancer US WONDER
2211,exclude,Not relevant to the research question/topic,racial disparities BC ACR commission review
2212,exclude,Not relevant to the research question/topic,prior ED use predictor
2213,exclude,Not relevant to the research question/topic,scoring system metastatic bone surgery
2214,exclude,Not a US population-based/registry study,male BC mortality global
2215,exclude,Not relevant to the research question/topic,thyroid incidentaloma FDG-PET
2216,exclude,Not relevant to the research question/topic,TNBC African ancestry immunogenicity trial
2217,exclude,"Editorials, commentaries, letters, or conference abstracts",menopausal recurrence NZ conference paper
2218,exclude,Not a US population-based/registry study,HIFU sarcoma UK
2219,exclude,Not a US population-based/registry study,neratinib diarrhea China trial
2220,exclude,Not a US population-based/registry study,cancer China vs US/UK
2221,exclude,Not a US population-based/registry study,NALA pan-Asian subgroup
2222,exclude,Not a US population-based/registry study,geographic disparities BC Portugal
2223,exclude,Not relevant to the research question/topic,lipid-lowering cancer ARIC
2224,exclude,Not relevant to the research question/topic,SPC BC survivors HR status SEER
2225,exclude,Not relevant to the research question/topic,breast angiosarcoma SEER
2226,exclude,Not relevant to the research question/topic,MTM mammography Asian American
2227,exclude,Not a US population-based/registry study,BC incidence BRCA ovarian Israel/NY
2228,exclude,Not relevant to the research question/topic,breast density BC risk 65+ BCSC
2229,exclude,Not relevant to the research question/topic,cone beam CT screening trial
2230,exclude,Not relevant to the research question/topic,BC risk PV carriers PRS CARRIERS
2231,exclude,Not relevant to the research question/topic,soy dairy equol Puerto Rican gut
2232,exclude,Not relevant to the research question/topic,FitEx endometrial trial
2233,exclude,Not relevant to the research question/topic,female-specific cancer bariatric NY
2234,exclude,"Editorials, commentaries, letters, or conference abstracts",palliative care RT conference paper
2235,exclude,Not a US population-based/registry study,cancer Iran incidence trends
2236,exclude,Not relevant to the research question/topic,ML radiotherapy side effects
2237,exclude,Not a US population-based/registry study,BC Jamaica distribution
2238,exclude,Not a US population-based/registry study,screening MRI Korea
2239,exclude,Not a US population-based/registry study,BC mortality Brazil APC
