record_id,decision,display_reason,sub_reason
4660,exclude,Not relevant to the research question/topic,oncolytic adenoviruses TNBC review
4661,exclude,Not relevant to the research question/topic,metabolic genes cancer African descent review
4662,exclude,Not relevant to the research question/topic,nanomolecular TNBC treatment review
4663,exclude,Not relevant to the research question/topic,SES insurance survival metastatic bone SEER
4664,exclude,Not a US population-based/registry study,BSE nursing education China
4665,exclude,Not relevant to the research question/topic,neighborhood prostate cancer SES SF Bay
4666,exclude,Not relevant to the research question/topic,national framework cancer surveillance US
4667,exclude,Not relevant to the research question/topic,cardio-oncology rehabilitation review
4668,exclude,Not relevant to the research question/topic,oropharynx cancer risk prediction US
4669,exclude,Not relevant to the research question/topic,geospatial cancer control population sciences
4670,exclude,Not a US population-based/registry study,BC mortality young women Brazil
4671,exclude,Not relevant to the research question/topic,mammography Chinese American message framing
4672,exclude,Not a US population-based/registry study,HER2 polymorphism cardiotoxicity China
4673,exclude,Not relevant to the research question/topic,keishibukuryogan hot flash trial
4674,exclude,Not a US population-based/registry study,height weight alcohol CRC Japan
4675,exclude,Not a US population-based/registry study,CIPN eribulin BC Japan
4676,exclude,Not relevant to the research question/topic,CoQ10 tocopherol CRP BMI adolescents
4677,exclude,Not a US population-based/registry study,tamoxifen OFS Han Zhuang China
4678,exclude,Not a US population-based/registry study,immigrant refugee health Canada
4679,exclude,Not relevant to the research question/topic,isoflavones soybeans chemistry review
4680,exclude,Not a US population-based/registry study,10-fraction radiotherapy China trial
4681,exclude,Not a US population-based/registry study,HbA1c cancer risk New Zealand
4682,exclude,Not relevant to the research question/topic,vitamin D cancer Mendelian randomization review
4683,exclude,Not relevant to the research question/topic,vitamin D genes CRC African Americans
4684,exclude,Not a US population-based/registry study,diabetes cancer risk Japan cohort
4685,exclude,Not relevant to the research question/topic,TNBC molecular clinical review treatment
4686,exclude,Not a US population-based/registry study,MRONJ Korea position statement
4687,exclude,Not relevant to the research question/topic,cervical cancer mortality China US APC
4688,exclude,Not relevant to the research question/topic,esophageal adenocarcinoma medications prognosis
4689,exclude,Not a US population-based/registry study,regional cancer model European Union
4690,exclude,Not relevant to the research question/topic,dietary studies Adventists review
4691,exclude,Not relevant to the research question/topic,estrogen therapy osteoporosis review
4692,exclude,Not relevant to the research question/topic,mitochondrial mutations adenoid cystic carcinoma
4693,exclude,Not relevant to the research question/topic,pregnancy-associated breast cancer review
4694,exclude,Not a US population-based/registry study,SES mortality APC Hong Kong
4695,exclude,Not relevant to the research question/topic,global BC detection treatment challenges
4696,exclude,Not a US population-based/registry study,cancer mortality Australasia Russia predictions
4697,exclude,"Editorials, commentaries, letters, or conference abstracts",rural cancer control incidence funding editorial
4698,exclude,Not relevant to the research question/topic,melanoma SES ethnicity Caucasian
4699,exclude,Not relevant to the research question/topic,rural genetic diversity disease risk review
4700,exclude,Not relevant to the research question/topic,high fat diet mammary stem cells mice
4701,exclude,Not relevant to the research question/topic,CAM use thyroid cancer patients
4702,exclude,Not relevant to the research question/topic,BC screening transmasculine scoping review
4703,exclude,Not relevant to the research question/topic,redlined neighborhoods health meta-analysis
4704,exclude,Not a US population-based/registry study,GLOBOCAN 2018 global cancer statistics
4705,exclude,Not relevant to the research question/topic,cardiovascular complications cancer therapy review
4706,exclude,Not relevant to the research question/topic,suicidal ideation GI cancer SEER
4707,exclude,Not relevant to the research question/topic,community screening programs systematic review
4708,exclude,Not a US population-based/registry study,healthcare accessibility BC Latin America
4709,exclude,Not a US population-based/registry study,BC molecular subtypes Ethiopia
4710,exclude,Not relevant to the research question/topic,melanoma risk factors whites
4711,exclude,Not relevant to the research question/topic,resistance training BC lymphedema meta-analysis
4712,exclude,Not a US population-based/registry study,mitochondrial dysfunction cancer Denmark
4713,exclude,Not a US population-based/registry study,BC management programme Peru
4714,exclude,Not relevant to the research question/topic,nutrition PA epidemiology cancer prevention review
4715,exclude,Not a US population-based/registry study,levothyroxine CRC Israel
4716,exclude,Not relevant to the research question/topic,PET imaging Asian perspective review
4717,exclude,Not relevant to the research question/topic,exercise cancer narrative review
4718,exclude,Not relevant to the research question/topic,mammary neoplasia chimpanzees
4719,exclude,Not relevant to the research question/topic,radiotherapy proximity cancer mortality county US
