record_id,decision,display_reason,sub_reason
4540,exclude,Not relevant to the research question/topic,hair dyes fibroids Detroit
4541,exclude,Not relevant to the research question/topic,cancer mortality mental illness Ohio
4542,exclude,Not relevant to the research question/topic,early-onset cancers review
4543,exclude,Not relevant to the research question/topic,multiple myeloma metabolism variants
4544,exclude,Not a US population-based/registry study,BC Africa review
4545,exclude,Not relevant to the research question/topic,cancer coverage Korean American newspaper
4546,exclude,Not relevant to the research question/topic,metalworking fluids prostate cancer
4547,exclude,Not relevant to the research question/topic,maternal genistein mice
4548,exclude,Not relevant to the research question/topic,obesity BC disparities NYC program
4549,exclude,Not relevant to the research question/topic,declining mammography WV Medicaid
4550,exclude,Not relevant to the research question/topic,lung cancer epidemiology review
4551,exclude,Not a US population-based/registry study,BC sub-Saharan Africa review
4552,exclude,Not a US population-based/registry study,prostate religious groups Thailand
4553,exclude,Not relevant to the research question/topic,cervical cancer metastasis SEER
4554,exclude,Not a US population-based/registry study,metabolic syndrome BC ORDET Italy
4555,exclude,Not a US population-based/registry study,BC survival Guerrero Mexico
4556,exclude,Not relevant to the research question/topic,genistein prostate cancer rats
4557,exclude,Not relevant to the research question/topic,overview breast cancer review
4558,exclude,Not relevant to the research question/topic,neighborhood CRC Southern Community
4559,exclude,Not relevant to the research question/topic,state neuroticism cancer incidence US
4560,exclude,Not relevant to the research question/topic,gestational diabetes stroke Black women
4561,exclude,Not a US population-based/registry study,sociohistorical cancer APC Hong Kong
4562,exclude,Not relevant to the research question/topic,TRPV6 genomic racial disparity cancer
4563,exclude,Not relevant to the research question/topic,TNBC women African ancestry review
4564,exclude,Not relevant to the research question/topic,NSAID colon cancer AA white NC
4565,exclude,Not relevant to the research question/topic,breast cervical screening farmworkers review
4566,exclude,Not relevant to the research question/topic,TKIs HER2 BC review
4567,exclude,Not relevant to the research question/topic,BC inequities social epidemiology review
4568,exclude,Not relevant to the research question/topic,vitamin D uterine leiomyoma rat
4569,exclude,Not a US population-based/registry study,occupations BC Shanghai
4570,exclude,Not relevant to the research question/topic,BRCA ovarian genetic counseling
4571,exclude,"Editorials, commentaries, letters, or conference abstracts",AACE menopause guidelines
4572,exclude,Not relevant to the research question/topic,BC risk prediction models overview
4573,exclude,Not a US population-based/registry study,occupation BC Shanghai cohort
4574,exclude,Not a US population-based/registry study,cancer incidence immigrants Sweden
4575,exclude,Not relevant to the research question/topic,genetic ancestry colorectal Puerto Rican
4576,exclude,Not relevant to the research question/topic,genistein aglycone cancer review
4577,exclude,Not relevant to the research question/topic,vitamin D cancer prevention review
4578,exclude,Not relevant to the research question/topic,cancer mortality seafood workers US
4579,exclude,Not relevant to the research question/topic,breast reconstruction ethnic minority review
4580,exclude,Not relevant to the research question/topic,cardio-oncology health equity review
4581,exclude,Not relevant to the research question/topic,NAT1 heterocyclic amines colon multiethnic
4582,exclude,Not a US population-based/registry study,PCB BC Mexican women
4583,exclude,Not relevant to the research question/topic,population aging cancer SEER
4584,exclude,Not a US population-based/registry study,cancer emergency responders Korea
4585,exclude,Not relevant to the research question/topic,Paleolithic Mediterranean diet mortality REGARDS
4586,exclude,Not relevant to the research question/topic,first mammography under 40 BCSC
4587,exclude,Not relevant to the research question/topic,reclassification BC subtyping SEER
4588,exclude,Not a US population-based/registry study,BC risk factors volumetric density Glasgow
4589,exclude,Not relevant to the research question/topic,epigenetic screening cancer disparities
4590,exclude,Not relevant to the research question/topic,cancer screening advanced cancer Medicare
4591,exclude,Not relevant to the research question/topic,seaweed BC etiology trial
4592,exclude,Not relevant to the research question/topic,CHW breast cancer screening scoping review
4593,exclude,Not a US population-based/registry study,VTE Chinese BC surgical
4594,exclude,Not a US population-based/registry study,BC Arab populations molecular review
4595,exclude,Not a US population-based/registry study,cancer survival China
4596,exclude,Not relevant to the research question/topic,brain metastasis HER2 gastric
4597,exclude,Not relevant to the research question/topic,urban/rural BC Pennsylvania
4598,exclude,Not relevant to the research question/topic,ovarian cancer review
4599,exclude,Not a US population-based/registry study,BC classification IHC Botswana
